4,3,3,3,5,3,6,1,1,4,8,5,8,7,4,3,3,2,3,14,2,2,6,1,3,3,3,4,3,3,8,3,4,7,3,3,2,2,3,4,7,6,2,2,1,2,2,4,3,2,1,2,1,2,6,5,2,6,2,6,1,7,1,4,3,4,4,4,3,3,2,2,2,7,3,7,2,3,3,2,3,2,2,2,6,2,3,9,4,3,4,2,3,4,3,2,2,2,4,2,2,
11,9,14,1,4,3,3,2,1,3,5,1,3,2,1,2,4,5,6,2,1,3,2,5,2,21,5,3,6,2,7,4,3,3,2,6,4,4,4,5,4,3,3,9,2,2,8,5,3,2,6,2,7,9,4,7,3,2,5,3,4,7,2,4,2,3,5,4,4,4,3,3,5,2,2,2,2,4,4,5,4,2,2,2,2,4,5,3,6,1,2,3,3,3,3,2,2,4,5,2,5,
11,5,4,4,5,1,2,3,2,4,6,5,3,4,5,3,3,4,5,2,5,3,2,12,3,7,3,1,1,4,2,1,5,3,7,2,3,2,2,4,1,3,1,3,2,1,3,2,3,2,6,4,4,15,1,2,5,4,2,4,2,2,4,3,2,2,3,5,3,5,2,5,3,6,3,2,4,7,9,8,8,4,2,2,1,9,2,2,4,3,1,8,7,3,5,8,3,2,3,6,3,
